Year,Year ending,Local Government Area,Charge Status,Incidents Recorded
2015,September,Melbourne,Charges laid,"9,272"
2015,September,Melbourne,No charges laid,"5,318"
2015,September,Melbourne,Unsolved,"10,085"
2015,September,Melton,Charges laid,"2,750"
2015,September,Melton,No charges laid,726
2015,September,Melton,Unsolved,"4,488"
2015,September,Mildura,Charges laid,"1,903"
2015,September,Mildura,No charges laid,861
2015,September,Mildura,Unsolved,"1,779"
2015,September,Mitchell,Charges laid,"1,082"
2015,September,Mitchell,No charges laid,482
2015,September,Mitchell,Unsolved,929
2015,September,Moira,Charges laid,479
2015,September,Moira,No charges laid,246
2015,September,Moira,Unsolved,380
2015,September,Monash,Charges laid,"2,117"
2015,September,Monash,No charges laid,757
2015,September,Monash,Unsolved,"4,312"
2015,September,Moonee Valley,Charges laid,"2,019"
2015,September,Moonee Valley,No charges laid,911
2015,September,Moonee Valley,Unsolved,"3,860"
2015,September,Moorabool,Charges laid,577
2015,September,Moorabool,No charges laid,236
2015,September,Moorabool,Unsolved,750
2015,September,Moreland,Charges laid,"2,963"
2015,September,Moreland,No charges laid,"1,145"
2015,September,Moreland,Unsolved,"6,715"
2015,September,Mornington Peninsula,Charges laid,"2,803"
2015,September,Mornington Peninsula,No charges laid,"1,584"
2015,September,Mornington Peninsula,Unsolved,"3,394"
2015,September,Mount Alexander,Charges laid,308
2015,September,Mount Alexander,No charges laid,127
2015,September,Mount Alexander,Unsolved,229
2015,September,Moyne,Charges laid,181
2015,September,Moyne,No charges laid,64
2015,September,Moyne,Unsolved,171
2015,September,Murrindindi,Charges laid,162
2015,September,Murrindindi,No charges laid,95
2015,September,Murrindindi,Unsolved,243
2015,September,Nillumbik,Charges laid,592
2015,September,Nillumbik,No charges laid,260
2015,September,Nillumbik,Unsolved,"1,002"
2015,September,Northern Grampians,Charges laid,376
2015,September,Northern Grampians,No charges laid,169
2015,September,Northern Grampians,Unsolved,230
2015,September,Port Phillip,Charges laid,"2,669"
2015,September,Port Phillip,No charges laid,"1,540"
2015,September,Port Phillip,Unsolved,"5,296"
2015,September,Pyrenees,Charges laid,107
2015,September,Pyrenees,No charges laid,41
2015,September,Pyrenees,Unsolved,200
2015,September,Queenscliffe,Charges laid,23
2015,September,Queenscliffe,No charges laid,14
2015,September,Queenscliffe,Unsolved,84
2015,September,South Gippsland,Charges laid,442
2015,September,South Gippsland,No charges laid,142
2015,September,South Gippsland,Unsolved,341
2015,September,Southern Grampians,Charges laid,359
2015,September,Southern Grampians,No charges laid,145
2015,September,Southern Grampians,Unsolved,245
2015,September,Stonnington,Charges laid,"2,302"
2015,September,Stonnington,No charges laid,"1,024"
2015,September,Stonnington,Unsolved,"4,224"
2015,September,Strathbogie,Charges laid,123
2015,September,Strathbogie,No charges laid,58
2015,September,Strathbogie,Unsolved,140
2015,September,Surf Coast,Charges laid,274
2015,September,Surf Coast,No charges laid,149
2015,September,Surf Coast,Unsolved,607
2015,September,Swan Hill,Charges laid,887
2015,September,Swan Hill,No charges laid,372
2015,September,Swan Hill,Unsolved,381
2015,September,Towong,Charges laid,52
2015,September,Towong,No charges laid,28
2015,September,Towong,Unsolved,62
2015,September,Wangaratta,Charges laid,695
2015,September,Wangaratta,No charges laid,477
2015,September,Wangaratta,Unsolved,435
2015,September,Warrnambool,Charges laid,"1,031"
2015,September,Warrnambool,No charges laid,369
2015,September,Warrnambool,Unsolved,738
2015,September,Wellington,Charges laid,"1,242"
2015,September,Wellington,No charges laid,547
2015,September,Wellington,Unsolved,"1,118"
2015,September,West Wimmera,Charges laid,48
2015,September,West Wimmera,No charges laid,16
2015,September,West Wimmera,Unsolved,17
2015,September,Whitehorse,Charges laid,"1,863"
2015,September,Whitehorse,No charges laid,584
2015,September,Whitehorse,Unsolved,"3,387"
2015,September,Whittlesea,Charges laid,"3,318"
2015,September,Whittlesea,No charges laid,"1,299"
2015,September,Whittlesea,Unsolved,"5,497"
2015,September,Wodonga,Charges laid,"1,371"
2015,September,Wodonga,No charges laid,270
2015,September,Wodonga,Unsolved,912
2015,September,Wyndham,Charges laid,"3,687"
2015,September,Wyndham,No charges laid,"1,003"
2015,September,Wyndham,Unsolved,"6,176"
2015,September,Yarra,Charges laid,"3,161"
2015,September,Yarra,No charges laid,"1,207"
2015,September,Yarra,Unsolved,"5,416"
2015,September,Yarra Ranges,Charges laid,"2,091"
2015,September,Yarra Ranges,No charges laid,822
2015,September,Yarra Ranges,Unsolved,"2,351"
2015,September,Yarriambiack,Charges laid,116
2015,September,Yarriambiack,No charges laid,53
2015,September,Yarriambiack,Unsolved,101
2014,September,Alpine,Charges laid,147
2014,September,Alpine,No charges laid,71
2014,September,Alpine,Unsolved,98
2014,September,Ararat,Charges laid,369
2014,September,Ararat,No charges laid,197
2014,September,Ararat,Unsolved,236
2014,September,Ballarat,Charges laid,"2,643"
2014,September,Ballarat,No charges laid,"1,231"
2014,September,Ballarat,Unsolved,"3,562"
2014,September,Banyule,Charges laid,"2,620"
2014,September,Banyule,No charges laid,676
2014,September,Banyule,Unsolved,"3,522"
2014,September,Bass Coast,Charges laid,835
2014,September,Bass Coast,No charges laid,474
2014,September,Bass Coast,Unsolved,828
2014,September,Baw Baw,Charges laid,996
2014,September,Baw Baw,No charges laid,488
2014,September,Baw Baw,Unsolved,788
2014,September,Bayside,Charges laid,801
2014,September,Bayside,No charges laid,513
2014,September,Bayside,Unsolved,"2,027"
2014,September,Benalla,Charges laid,405
2014,September,Benalla,No charges laid,153
2014,September,Benalla,Unsolved,314
2014,September,Boroondara,Charges laid,"1,356"
2014,September,Boroondara,No charges laid,624
2014,September,Boroondara,Unsolved,"3,904"
2014,September,Brimbank,Charges laid,"5,200"
2014,September,Brimbank,No charges laid,"1,310"
2014,September,Brimbank,Unsolved,"7,189"
2014,September,Buloke,Charges laid,69
2014,September,Buloke,No charges laid,28
2014,September,Buloke,Unsolved,76
2014,September,Campaspe,Charges laid,733
2014,September,Campaspe,No charges laid,377
2014,September,Campaspe,Unsolved,"1,042"
2014,September,Cardinia,Charges laid,"1,373"
2014,September,Cardinia,No charges laid,721
2014,September,Cardinia,Unsolved,"1,806"
2014,September,Casey,Charges laid,"4,200"
2014,September,Casey,No charges laid,"2,270"
2014,September,Casey,Unsolved,"6,204"
2014,September,Central Goldfields,Charges laid,372
2014,September,Central Goldfields,No charges laid,156
2014,September,Central Goldfields,Unsolved,274
2014,September,Colac-Otway,Charges laid,433
2014,September,Colac-Otway,No charges laid,269
2014,September,Colac-Otway,Unsolved,394
2014,September,Corangamite,Charges laid,187
2014,September,Corangamite,No charges laid,90
2014,September,Corangamite,Unsolved,220
2014,September,Darebin,Charges laid,"3,229"
2014,September,Darebin,No charges laid,"1,188"
2014,September,Darebin,Unsolved,"6,943"
2014,September,East Gippsland,Charges laid,"1,218"
2014,September,East Gippsland,No charges laid,757
2014,September,East Gippsland,Unsolved,957
2014,September,Frankston,Charges laid,"4,901"
2014,September,Frankston,No charges laid,"1,915"
2014,September,Frankston,Unsolved,"3,844"
2014,September,Gannawarra,Charges laid,195
2014,September,Gannawarra,No charges laid,102
2014,September,Gannawarra,Unsolved,141
2014,September,Glen Eira,Charges laid,"1,117"
2014,September,Glen Eira,No charges laid,710
2014,September,Glen Eira,Unsolved,"2,650"
2014,September,Glenelg,Charges laid,524
2014,September,Glenelg,No charges laid,228
2014,September,Glenelg,Unsolved,584
2014,September,Golden Plains,Charges laid,108
2014,September,Golden Plains,No charges laid,46
2014,September,Golden Plains,Unsolved,270
2014,September,Greater Bendigo,Charges laid,"2,763"
2014,September,Greater Bendigo,No charges laid,"1,177"
2014,September,Greater Bendigo,Unsolved,"2,311"
2014,September,Greater Dandenong,Charges laid,"4,798"
2014,September,Greater Dandenong,No charges laid,"2,136"
2014,September,Greater Dandenong,Unsolved,"4,996"
2014,September,Greater Geelong,Charges laid,"4,319"
2014,September,Greater Geelong,No charges laid,"2,004"
2014,September,Greater Geelong,Unsolved,"8,127"
2014,September,Greater Shepparton,Charges laid,"2,135"
2014,September,Greater Shepparton,No charges laid,919
2014,September,Greater Shepparton,Unsolved,"2,471"
2014,September,Hepburn,Charges laid,164
2014,September,Hepburn,No charges laid,75
2014,September,Hepburn,Unsolved,259
2014,September,Hindmarsh,Charges laid,67
2014,September,Hindmarsh,No charges laid,33
2014,September,Hindmarsh,Unsolved,44
2014,September,Hobsons Bay,Charges laid,"1,873"
2014,September,Hobsons Bay,No charges laid,770
2014,September,Hobsons Bay,Unsolved,"2,962"
2014,September,Horsham,Charges laid,737
2014,September,Horsham,No charges laid,354
2014,September,Horsham,Unsolved,450
2014,September,Hume,Charges laid,"4,808"
2014,September,Hume,No charges laid,"1,466"
2014,September,Hume,Unsolved,"7,024"
2014,September,Indigo,Charges laid,148
2014,September,Indigo,No charges laid,54
2014,September,Indigo,Unsolved,146
2014,September,Kingston,Charges laid,"2,593"
2014,September,Kingston,No charges laid,"1,251"
2014,September,Kingston,Unsolved,"3,507"
2014,September,Knox,Charges laid,"2,622"
2014,September,Knox,No charges laid,"1,116"
2014,September,Knox,Unsolved,"3,673"
2014,September,Latrobe,Charges laid,"3,830"
2014,September,Latrobe,No charges laid,"1,475"
2014,September,Latrobe,Unsolved,"2,316"
2014,September,Loddon,Charges laid,91
2014,September,Loddon,No charges laid,44
2014,September,Loddon,Unsolved,98
2014,September,Macedon Ranges,Charges laid,592
2014,September,Macedon Ranges,No charges laid,191
2014,September,Macedon Ranges,Unsolved,704
2014,September,Manningham,Charges laid,989
2014,September,Manningham,No charges laid,441
2014,September,Manningham,Unsolved,"1,812"
2014,September,Mansfield,Charges laid,129
2014,September,Mansfield,No charges laid,84
2014,September,Mansfield,Unsolved,154
2014,September,Maribyrnong,Charges laid,"2,227"
2014,September,Maribyrnong,No charges laid,965
2014,September,Maribyrnong,Unsolved,"3,532"
2014,September,Maroondah,Charges laid,"2,347"
2014,September,Maroondah,No charges laid,841
2014,September,Maroondah,Unsolved,"2,736"
2014,September,Melbourne,Charges laid,"8,481"
2014,September,Melbourne,No charges laid,"6,026"
2014,September,Melbourne,Unsolved,"9,274"
2014,September,Melton,Charges laid,"2,503"
2014,September,Melton,No charges laid,698
2014,September,Melton,Unsolved,"4,221"
2014,September,Mildura,Charges laid,"1,732"
2014,September,Mildura,No charges laid,946
2014,September,Mildura,Unsolved,"1,972"
2014,September,Mitchell,Charges laid,882
2014,September,Mitchell,No charges laid,466
2014,September,Mitchell,Unsolved,747
2014,September,Moira,Charges laid,470
2014,September,Moira,No charges laid,247
2014,September,Moira,Unsolved,438
2014,September,Monash,Charges laid,"1,960"
2014,September,Monash,No charges laid,764
2014,September,Monash,Unsolved,"4,201"
2014,September,Moonee Valley,Charges laid,"1,918"
2014,September,Moonee Valley,No charges laid,837
2014,September,Moonee Valley,Unsolved,"3,656"
2014,September,Moorabool,Charges laid,450
2014,September,Moorabool,No charges laid,220
2014,September,Moorabool,Unsolved,749
2014,September,Moreland,Charges laid,"2,647"
2014,September,Moreland,No charges laid,"1,047"
2014,September,Moreland,Unsolved,"6,404"
2014,September,Mornington Peninsula,Charges laid,"2,726"
2014,September,Mornington Peninsula,No charges laid,"1,645"
2014,September,Mornington Peninsula,Unsolved,"3,495"
2014,September,Mount Alexander,Charges laid,278
2014,September,Mount Alexander,No charges laid,112
2014,September,Mount Alexander,Unsolved,273
2014,September,Moyne,Charges laid,190
2014,September,Moyne,No charges laid,76
2014,September,Moyne,Unsolved,208
2014,September,Murrindindi,Charges laid,222
2014,September,Murrindindi,No charges laid,129
2014,September,Murrindindi,Unsolved,180
2014,September,Nillumbik,Charges laid,445
2014,September,Nillumbik,No charges laid,220
2014,September,Nillumbik,Unsolved,916
2014,September,Northern Grampians,Charges laid,308
2014,September,Northern Grampians,No charges laid,182
2014,September,Northern Grampians,Unsolved,180
2014,September,Port Phillip,Charges laid,"2,515"
2014,September,Port Phillip,No charges laid,"1,527"
2014,September,Port Phillip,Unsolved,"4,834"
2014,September,Pyrenees,Charges laid,106
2014,September,Pyrenees,No charges laid,42
2014,September,Pyrenees,Unsolved,221
2014,September,Queenscliffe,Charges laid,14
2014,September,Queenscliffe,No charges laid,13
2014,September,Queenscliffe,Unsolved,58
2014,September,South Gippsland,Charges laid,364
2014,September,South Gippsland,No charges laid,156
2014,September,South Gippsland,Unsolved,350
2014,September,Southern Grampians,Charges laid,353
2014,September,Southern Grampians,No charges laid,181
2014,September,Southern Grampians,Unsolved,203
2014,September,Stonnington,Charges laid,"2,068"
2014,September,Stonnington,No charges laid,"1,227"
2014,September,Stonnington,Unsolved,"3,896"
2014,September,Strathbogie,Charges laid,144
2014,September,Strathbogie,No charges laid,74
2014,September,Strathbogie,Unsolved,152
2014,September,Surf Coast,Charges laid,259
2014,September,Surf Coast,No charges laid,157
2014,September,Surf Coast,Unsolved,563
2014,September,Swan Hill,Charges laid,796
2014,September,Swan Hill,No charges laid,405
2014,September,Swan Hill,Unsolved,404
2014,September,Towong,Charges laid,69
2014,September,Towong,No charges laid,44
2014,September,Towong,Unsolved,74
2014,September,Wangaratta,Charges laid,744
2014,September,Wangaratta,No charges laid,478
2014,September,Wangaratta,Unsolved,488
2014,September,Warrnambool,Charges laid,840
2014,September,Warrnambool,No charges laid,388
2014,September,Warrnambool,Unsolved,639
2014,September,Wellington,Charges laid,"1,085"
2014,September,Wellington,No charges laid,596
2014,September,Wellington,Unsolved,"1,312"
2014,September,West Wimmera,Charges laid,46
2014,September,West Wimmera,No charges laid,20
2014,September,West Wimmera,Unsolved,36
2014,September,Whitehorse,Charges laid,"1,658"
2014,September,Whitehorse,No charges laid,677
2014,September,Whitehorse,Unsolved,"3,444"
2014,September,Whittlesea,Charges laid,"3,098"
2014,September,Whittlesea,No charges laid,"1,395"
2014,September,Whittlesea,Unsolved,"6,025"
2014,September,Wodonga,Charges laid,"1,135"
2014,September,Wodonga,No charges laid,323
2014,September,Wodonga,Unsolved,973
2014,September,Wyndham,Charges laid,"3,533"
2014,September,Wyndham,No charges laid,975
2014,September,Wyndham,Unsolved,"5,811"
2014,September,Yarra,Charges laid,"3,117"
2014,September,Yarra,No charges laid,"1,474"
2014,September,Yarra,Unsolved,"5,464"
2014,September,Yarra Ranges,Charges laid,"1,958"
2014,September,Yarra Ranges,No charges laid,976
2014,September,Yarra Ranges,Unsolved,"2,579"
2014,September,Yarriambiack,Charges laid,72
2014,September,Yarriambiack,No charges laid,49
2014,September,Yarriambiack,Unsolved,65
2013,September,Alpine,Charges laid,128
2013,September,Alpine,No charges laid,91
2013,September,Alpine,Unsolved,117
2013,September,Ararat,Charges laid,453
2013,September,Ararat,No charges laid,176
2013,September,Ararat,Unsolved,270
2013,September,Ballarat,Charges laid,"2,524"
2013,September,Ballarat,No charges laid,"1,291"
2013,September,Ballarat,Unsolved,"4,373"
2013,September,Banyule,Charges laid,"2,329"
2013,September,Banyule,No charges laid,648
2013,September,Banyule,Unsolved,"2,959"
2013,September,Bass Coast,Charges laid,684
2013,September,Bass Coast,No charges laid,424
2013,September,Bass Coast,Unsolved,713
2013,September,Baw Baw,Charges laid,968
2013,September,Baw Baw,No charges laid,366
2013,September,Baw Baw,Unsolved,875
2013,September,Bayside,Charges laid,790
2013,September,Bayside,No charges laid,503
2013,September,Bayside,Unsolved,"2,160"
2013,September,Benalla,Charges laid,328
2013,September,Benalla,No charges laid,167
2013,September,Benalla,Unsolved,320
2013,September,Boroondara,Charges laid,"1,256"
2013,September,Boroondara,No charges laid,710
2013,September,Boroondara,Unsolved,"4,016"
2013,September,Brimbank,Charges laid,"5,062"
2013,September,Brimbank,No charges laid,"1,701"
2013,September,Brimbank,Unsolved,"8,718"
2013,September,Buloke,Charges laid,74
2013,September,Buloke,No charges laid,38
2013,September,Buloke,Unsolved,80
2013,September,Campaspe,Charges laid,751
2013,September,Campaspe,No charges laid,361
2013,September,Campaspe,Unsolved,"1,153"
2013,September,Cardinia,Charges laid,"1,365"
2013,September,Cardinia,No charges laid,712
2013,September,Cardinia,Unsolved,"2,182"
2013,September,Casey,Charges laid,"3,835"
2013,September,Casey,No charges laid,"2,324"
2013,September,Casey,Unsolved,"5,991"
2013,September,Central Goldfields,Charges laid,317
2013,September,Central Goldfields,No charges laid,207
2013,September,Central Goldfields,Unsolved,304
2013,September,Colac-Otway,Charges laid,386
2013,September,Colac-Otway,No charges laid,240
2013,September,Colac-Otway,Unsolved,412
2013,September,Corangamite,Charges laid,148
2013,September,Corangamite,No charges laid,94
2013,September,Corangamite,Unsolved,204
2013,September,Darebin,Charges laid,"2,592"
2013,September,Darebin,No charges laid,"1,159"
2013,September,Darebin,Unsolved,"5,481"
2013,September,East Gippsland,Charges laid,"1,081"
2013,September,East Gippsland,No charges laid,669
2013,September,East Gippsland,Unsolved,"1,287"
2013,September,Frankston,Charges laid,"4,245"
2013,September,Frankston,No charges laid,"2,531"
2013,September,Frankston,Unsolved,"4,084"
2013,September,Gannawarra,Charges laid,176
2013,September,Gannawarra,No charges laid,81
2013,September,Gannawarra,Unsolved,163
2013,September,Glen Eira,Charges laid,"1,003"
2013,September,Glen Eira,No charges laid,732
2013,September,Glen Eira,Unsolved,"2,988"
2013,September,Glenelg,Charges laid,471
2013,September,Glenelg,No charges laid,161
2013,September,Glenelg,Unsolved,506
2013,September,Golden Plains,Charges laid,89
2013,September,Golden Plains,No charges laid,43
2013,September,Golden Plains,Unsolved,260
2013,September,Greater Bendigo,Charges laid,"2,328"
2013,September,Greater Bendigo,No charges laid,"1,151"
2013,September,Greater Bendigo,Unsolved,"2,374"
2013,September,Greater Dandenong,Charges laid,"4,564"
2013,September,Greater Dandenong,No charges laid,"2,625"
2013,September,Greater Dandenong,Unsolved,"5,319"
2013,September,Greater Geelong,Charges laid,"3,946"
2013,September,Greater Geelong,No charges laid,"2,112"
2013,September,Greater Geelong,Unsolved,"7,668"
2013,September,Greater Shepparton,Charges laid,"1,848"
2013,September,Greater Shepparton,No charges laid,995
2013,September,Greater Shepparton,Unsolved,"2,194"
2013,September,Hepburn,Charges laid,158
2013,September,Hepburn,No charges laid,63
2013,September,Hepburn,Unsolved,331
2013,September,Hindmarsh,Charges laid,95
2013,September,Hindmarsh,No charges laid,42
2013,September,Hindmarsh,Unsolved,65
2013,September,Hobsons Bay,Charges laid,"1,581"
2013,September,Hobsons Bay,No charges laid,813
2013,September,Hobsons Bay,Unsolved,"3,166"
2013,September,Horsham,Charges laid,671
2013,September,Horsham,No charges laid,234
2013,September,Horsham,Unsolved,402
2013,September,Hume,Charges laid,"4,078"
2013,September,Hume,No charges laid,"1,510"
2013,September,Hume,Unsolved,"6,076"
2013,September,Indigo,Charges laid,114
2013,September,Indigo,No charges laid,74
2013,September,Indigo,Unsolved,160
2013,September,Kingston,Charges laid,"2,526"
2013,September,Kingston,No charges laid,"1,347"
2013,September,Kingston,Unsolved,"3,385"
2013,September,Knox,Charges laid,"2,029"
2013,September,Knox,No charges laid,"1,137"
2013,September,Knox,Unsolved,"3,549"
2013,September,Latrobe,Charges laid,"3,542"
2013,September,Latrobe,No charges laid,"1,390"
2013,September,Latrobe,Unsolved,"2,708"
2013,September,Loddon,Charges laid,114
2013,September,Loddon,No charges laid,56
2013,September,Loddon,Unsolved,104
2013,September,Macedon Ranges,Charges laid,508
2013,September,Macedon Ranges,No charges laid,240
2013,September,Macedon Ranges,Unsolved,614
2013,September,Manningham,Charges laid,857
2013,September,Manningham,No charges laid,474
2013,September,Manningham,Unsolved,"1,560"
2013,September,Mansfield,Charges laid,86
2013,September,Mansfield,No charges laid,76
2013,September,Mansfield,Unsolved,126
2013,September,Maribyrnong,Charges laid,"2,154"
2013,September,Maribyrnong,No charges laid,"1,150"
2013,September,Maribyrnong,Unsolved,"3,697"
2013,September,Maroondah,Charges laid,"2,035"
2013,September,Maroondah,No charges laid,799
2013,September,Maroondah,Unsolved,"2,411"
2013,September,Melbourne,Charges laid,"7,946"
2013,September,Melbourne,No charges laid,"7,076"
2013,September,Melbourne,Unsolved,"9,574"
2013,September,Melton,Charges laid,"2,074"
2013,September,Melton,No charges laid,655
2013,September,Melton,Unsolved,"4,016"
2013,September,Mildura,Charges laid,"1,570"
2013,September,Mildura,No charges laid,952
2013,September,Mildura,Unsolved,"1,979"
2013,September,Mitchell,Charges laid,736
2013,September,Mitchell,No charges laid,362
2013,September,Mitchell,Unsolved,831
2013,September,Moira,Charges laid,366
2013,September,Moira,No charges laid,206
2013,September,Moira,Unsolved,460
2013,September,Monash,Charges laid,"1,702"
2013,September,Monash,No charges laid,772
2013,September,Monash,Unsolved,"4,263"
2013,September,Moonee Valley,Charges laid,"1,779"
2013,September,Moonee Valley,No charges laid,963
2013,September,Moonee Valley,Unsolved,"3,596"
2013,September,Moorabool,Charges laid,447
2013,September,Moorabool,No charges laid,212
2013,September,Moorabool,Unsolved,837
2013,September,Moreland,Charges laid,"2,429"
2013,September,Moreland,No charges laid,"1,177"
2013,September,Moreland,Unsolved,"5,487"
2013,September,Mornington Peninsula,Charges laid,"2,247"
2013,September,Mornington Peninsula,No charges laid,"1,357"
2013,September,Mornington Peninsula,Unsolved,"3,608"
2013,September,Mount Alexander,Charges laid,252
2013,September,Mount Alexander,No charges laid,110
2013,September,Mount Alexander,Unsolved,257
2013,September,Moyne,Charges laid,139
2013,September,Moyne,No charges laid,74
2013,September,Moyne,Unsolved,199
2013,September,Murrindindi,Charges laid,187
2013,September,Murrindindi,No charges laid,100
2013,September,Murrindindi,Unsolved,219
2013,September,Nillumbik,Charges laid,485
2013,September,Nillumbik,No charges laid,220
2013,September,Nillumbik,Unsolved,882
2013,September,Northern Grampians,Charges laid,313
2013,September,Northern Grampians,No charges laid,161
2013,September,Northern Grampians,Unsolved,213
2013,September,Port Phillip,Charges laid,"2,341"
2013,September,Port Phillip,No charges laid,"1,855"
2013,September,Port Phillip,Unsolved,"4,948"
2013,September,Pyrenees,Charges laid,69
2013,September,Pyrenees,No charges laid,33
2013,September,Pyrenees,Unsolved,170
2013,September,Queenscliffe,Charges laid,14
2013,September,Queenscliffe,No charges laid,8
2013,September,Queenscliffe,Unsolved,63
2013,September,South Gippsland,Charges laid,367
2013,September,South Gippsland,No charges laid,162
2013,September,South Gippsland,Unsolved,410
2013,September,Southern Grampians,Charges laid,296
2013,September,Southern Grampians,No charges laid,232
2013,September,Southern Grampians,Unsolved,339
2013,September,Stonnington,Charges laid,"2,053"
2013,September,Stonnington,No charges laid,"1,327"
2013,September,Stonnington,Unsolved,"3,992"
2013,September,Strathbogie,Charges laid,134
2013,September,Strathbogie,No charges laid,96
2013,September,Strathbogie,Unsolved,147
2013,September,Surf Coast,Charges laid,245
2013,September,Surf Coast,No charges laid,211
2013,September,Surf Coast,Unsolved,585
2013,September,Swan Hill,Charges laid,696
2013,September,Swan Hill,No charges laid,309
2013,September,Swan Hill,Unsolved,368
2013,September,Towong,Charges laid,64
2013,September,Towong,No charges laid,52
2013,September,Towong,Unsolved,71
2013,September,Wangaratta,Charges laid,676
2013,September,Wangaratta,No charges laid,511
2013,September,Wangaratta,Unsolved,475
2013,September,Warrnambool,Charges laid,810
2013,September,Warrnambool,No charges laid,404
2013,September,Warrnambool,Unsolved,693
2013,September,Wellington,Charges laid,975
2013,September,Wellington,No charges laid,479
2013,September,Wellington,Unsolved,"1,387"
2013,September,West Wimmera,Charges laid,56
2013,September,West Wimmera,No charges laid,23
2013,September,West Wimmera,Unsolved,52
2013,September,Whitehorse,Charges laid,"1,482"
2013,September,Whitehorse,No charges laid,674
2013,September,Whitehorse,Unsolved,"3,668"
2013,September,Whittlesea,Charges laid,"2,627"
2013,September,Whittlesea,No charges laid,"1,171"
2013,September,Whittlesea,Unsolved,"5,739"
2013,September,Wodonga,Charges laid,894
2013,September,Wodonga,No charges laid,335
2013,September,Wodonga,Unsolved,"1,073"
2013,September,Wyndham,Charges laid,"3,198"
2013,September,Wyndham,No charges laid,"1,015"
2013,September,Wyndham,Unsolved,"5,700"
2013,September,Yarra,Charges laid,"2,380"
2013,September,Yarra,No charges laid,"1,539"
2013,September,Yarra,Unsolved,"5,016"
2013,September,Yarra Ranges,Charges laid,"1,655"
2013,September,Yarra Ranges,No charges laid,794
2013,September,Yarra Ranges,Unsolved,"2,535"
2013,September,Yarriambiack,Charges laid,86
2013,September,Yarriambiack,No charges laid,55
2013,September,Yarriambiack,Unsolved,82
2012,September,Alpine,Charges laid,135
2012,September,Alpine,No charges laid,61
2012,September,Alpine,Unsolved,115
2012,September,Ararat,Charges laid,366
2012,September,Ararat,No charges laid,216
2012,September,Ararat,Unsolved,319
2012,September,Ballarat,Charges laid,"2,288"
2012,September,Ballarat,No charges laid,"1,240"
2012,September,Ballarat,Unsolved,"4,635"
2012,September,Banyule,Charges laid,"2,215"
2012,September,Banyule,No charges laid,653
2012,September,Banyule,Unsolved,"3,175"
2012,September,Bass Coast,Charges laid,609
2012,September,Bass Coast,No charges laid,360
2012,September,Bass Coast,Unsolved,836
2012,September,Baw Baw,Charges laid,816
2012,September,Baw Baw,No charges laid,362
2012,September,Baw Baw,Unsolved,856
2012,September,Bayside,Charges laid,715
2012,September,Bayside,No charges laid,369
2012,September,Bayside,Unsolved,"2,499"
2012,September,Benalla,Charges laid,280
2012,September,Benalla,No charges laid,154
2012,September,Benalla,Unsolved,322
2012,September,Boroondara,Charges laid,"1,025"
2012,September,Boroondara,No charges laid,638
2012,September,Boroondara,Unsolved,"4,140"
2012,September,Brimbank,Charges laid,"4,172"
2012,September,Brimbank,No charges laid,"1,556"
2012,September,Brimbank,Unsolved,"9,229"
2012,September,Buloke,Charges laid,74
2012,September,Buloke,No charges laid,48
2012,September,Buloke,Unsolved,104
2012,September,Campaspe,Charges laid,611
2012,September,Campaspe,No charges laid,443
2012,September,Campaspe,Unsolved,"1,084"
2012,September,Cardinia,Charges laid,"1,181"
2012,September,Cardinia,No charges laid,560
2012,September,Cardinia,Unsolved,"1,944"
2012,September,Casey,Charges laid,"3,547"
2012,September,Casey,No charges laid,"1,916"
2012,September,Casey,Unsolved,"5,792"
2012,September,Central Goldfields,Charges laid,252
2012,September,Central Goldfields,No charges laid,185
2012,September,Central Goldfields,Unsolved,261
2012,September,Colac-Otway,Charges laid,359
2012,September,Colac-Otway,No charges laid,247
2012,September,Colac-Otway,Unsolved,581
2012,September,Corangamite,Charges laid,148
2012,September,Corangamite,No charges laid,83
2012,September,Corangamite,Unsolved,302
2012,September,Darebin,Charges laid,"2,753"
2012,September,Darebin,No charges laid,"1,033"
2012,September,Darebin,Unsolved,"6,124"
2012,September,East Gippsland,Charges laid,746
2012,September,East Gippsland,No charges laid,598
2012,September,East Gippsland,Unsolved,"1,194"
2012,September,Frankston,Charges laid,"3,773"
2012,September,Frankston,No charges laid,"2,096"
2012,September,Frankston,Unsolved,"4,177"
2012,September,Gannawarra,Charges laid,190
2012,September,Gannawarra,No charges laid,85
2012,September,Gannawarra,Unsolved,120
2012,September,Glen Eira,Charges laid,974
2012,September,Glen Eira,No charges laid,587
2012,September,Glen Eira,Unsolved,"3,112"
2012,September,Glenelg,Charges laid,359
2012,September,Glenelg,No charges laid,178
2012,September,Glenelg,Unsolved,549
2012,September,Golden Plains,Charges laid,85
2012,September,Golden Plains,No charges laid,36
2012,September,Golden Plains,Unsolved,251
2012,September,Greater Bendigo,Charges laid,"2,003"
2012,September,Greater Bendigo,No charges laid,997
2012,September,Greater Bendigo,Unsolved,"2,514"
2012,September,Greater Dandenong,Charges laid,"4,325"
2012,September,Greater Dandenong,No charges laid,"2,227"
2012,September,Greater Dandenong,Unsolved,"4,933"
2012,September,Greater Geelong,Charges laid,"3,489"
2012,September,Greater Geelong,No charges laid,"1,847"
2012,September,Greater Geelong,Unsolved,"7,675"
2012,September,Greater Shepparton,Charges laid,"1,781"
